TF_ID	Gene_ID	Family
Solyc05g013430	Solyc05g013430.1	MYB
Solyc05g014290	Solyc05g014290.2	MYB
Solyc05g048830	Solyc05g048830.2	MYB
Solyc05g051550	Solyc05g051550.1	MYB
Solyc05g052850	Solyc05g052850.2	MYB
Solyc05g053150	Solyc05g053150.1	MYB
Solyc05g053330	Solyc05g053330.2	MYB
Solyc05g055030	Solyc05g055030.1	MYB
Solyc05g055240	Solyc05g055240.2	MYB
Solyc06g005330	Solyc06g005330.2	MYB
Solyc06g009410	Solyc06g009410.1	MYB
Solyc06g009480	Solyc06g009480.1	MYB
Solyc06g009710	Solyc06g009710.2	MYB
Solyc06g033870	Solyc06g033870.1	MYB
Solyc06g034000	Solyc06g034000.1	MYB
Solyc06g053610	Solyc06g053610.2	MYB
Solyc06g065100	Solyc06g065100.2	MYB
Solyc06g069850	Solyc06g069850.2	MYB
Solyc06g071520	Solyc06g071520.1	MYB
Solyc06g071690	Solyc06g071690.2	MYB
Solyc06g073640	Solyc06g073640.2	MYB
Solyc06g074910	Solyc06g074910.2	MYB
Solyc06g074920	Solyc06g074920.1	MYB
Solyc06g076770	Solyc06g076770.2	MYB
Solyc06g076840	Solyc06g076840.1	MYB
Solyc06g083900	Solyc06g083900.2	MYB
Solyc07g006750	Solyc07g006750.2	MYB
Solyc07g008010	Solyc07g008010.2	MYB
Solyc07g052300	Solyc07g052300.2	MYB
Solyc07g053230	Solyc07g053230.2	MYB
Solyc07g053240	Solyc07g053240.2	MYB
Solyc07g054840	Solyc07g054840.2	MYB
Solyc07g054960	Solyc07g054960.1	MYB
Solyc07g054980	Solyc07g054980.1	MYB
Solyc07g055000	Solyc07g055000.1	MYB
Solyc08g005870	Solyc08g005870.1	MYB
Solyc08g008480	Solyc08g008480.2	MYB
Solyc08g065910	Solyc08g065910.1	MYB
Solyc08g068320	Solyc08g068320.2	MYB
Solyc08g076700	Solyc08g076700.1	MYB
Solyc08g076710	Solyc08g076710.2	MYB
Solyc08g079270	Solyc08g079270.2	MYB
Solyc08g080580	Solyc08g080580.2	MYB
Solyc08g081500	Solyc08g081500.1	MYB
Solyc08g082890	Solyc08g082890.2	MYB
Solyc09g008250	Solyc09g008250.2	MYB
Solyc09g008390	Solyc09g008390.1	MYB
Solyc09g010820	Solyc09g010820.2	MYB
Solyc09g010840	Solyc09g010840.1	MYB
Solyc09g011780	Solyc09g011780.2	MYB
Solyc09g014250	Solyc09g014250.2	MYB
Solyc09g055650	Solyc09g055650.1	MYB
Solyc09g090130	Solyc09g090130.2	MYB
Solyc09g090790	Solyc09g090790.2	MYB
Solyc10g005240	Solyc10g005240.2	MYB
Solyc10g005460	Solyc10g005460.2	MYB
Solyc10g005550	Solyc10g005550.1	MYB
Solyc10g005760	Solyc10g005760.1	MYB
Solyc10g008700	Solyc10g008700.1	MYB
Solyc10g019260	Solyc10g019260.1	MYB
Solyc10g044680	Solyc10g044680.1	MYB
Solyc10g055410	Solyc10g055410.1	MYB
Solyc10g076820	Solyc10g076820.1	MYB
Solyc10g081320	Solyc10g081320.1	MYB
Solyc10g081490	Solyc10g081490.1	MYB
Solyc10g083900	Solyc10g083900.1	MYB
Solyc10g086250	Solyc10g086250.1	MYB
Solyc10g086260	Solyc10g086260.1	MYB
Solyc10g086270	Solyc10g086270.1	MYB
Solyc10g086290	Solyc10g086290.1	MYB
Solyc11g006720	Solyc11g006720.1	MYB
Solyc11g011050	Solyc11g011050.1	MYB
Solyc11g065840	Solyc11g065840.1	MYB
Solyc11g069030	Solyc11g069030.1	MYB
Solyc11g071300	Solyc11g071300.1	MYB
Solyc11g071500	Solyc11g071500.1	MYB
Solyc11g072060	Solyc11g072060.1	MYB
Solyc11g073120	Solyc11g073120.1	MYB
Solyc12g005640	Solyc12g005640.1	MYB
Solyc12g008670	Solyc12g008670.1	MYB
Solyc12g049300	Solyc12g049300.1	MYB
Solyc12g049350	Solyc12g049350.1	MYB
Solyc12g096200	Solyc12g096200.1	MYB
Solyc12g099120	Solyc12g099120.1	MYB
Solyc12g099130	Solyc12g099130.1	MYB
Solyc12g099140	Solyc12g099140.1	MYB
Solyc01g009650	Solyc01g009650.1	MYB_related
Solyc01g016770	Solyc01g016770.1	MYB_related
Solyc01g067560	Solyc01g067560.2	MYB_related
Solyc01g073950	Solyc01g073950.2	MYB_related
Solyc01g079210	Solyc01g079210.2	MYB_related
Solyc01g095030	Solyc01g095030.2	MYB_related
Solyc01g095640	Solyc01g095640.1	MYB_related
Solyc01g096700	Solyc01g096700.2	MYB_related
Solyc01g106940	Solyc01g106940.2	MYB_related
Solyc01g109690	Solyc01g109690.1	MYB_related
Solyc02g036370	Solyc02g036370.2	MYB_related
Solyc02g064630	Solyc02g064630.2	MYB_related
Solyc02g078810	Solyc02g078810.2	MYB_related
Solyc02g081640	Solyc02g081640.2	MYB_related
Solyc02g082380	Solyc02g082380.1	MYB_related
Solyc02g082390	Solyc02g082390.1	MYB_related
Solyc02g086690	Solyc02g086690.2	MYB_related
Solyc03g098260	Solyc03g098260.1	MYB_related
Solyc03g098320	Solyc03g098320.2	MYB_related
Solyc03g113530	Solyc03g113530.2	MYB_related
Solyc03g113620	Solyc03g113620.2	MYB_related
Solyc03g115440	Solyc03g115440.1	MYB_related
Solyc03g121840	Solyc03g121840.2	MYB_related
Solyc03g121990	Solyc03g121990.2	MYB_related
Solyc04g005100	Solyc04g005100.2	MYB_related
Solyc04g011650	Solyc04g011650.2	MYB_related
Solyc04g050000	Solyc04g050000.1	MYB_related
Solyc04g050080	Solyc04g050080.1	MYB_related
Solyc04g050100	Solyc04g050100.1	MYB_related
Solyc04g076360	Solyc04g076360.2	MYB_related
Solyc04g080500	Solyc04g080500.2	MYB_related
Solyc05g013420	Solyc05g013420.1	MYB_related
Solyc05g052610	Solyc05g052610.2	MYB_related
Solyc06g005310	Solyc06g005310.2	MYB_related
Solyc06g005590	Solyc06g005590.2	MYB_related
Solyc06g009430	Solyc06g009430.1	MYB_related
Solyc06g034030	Solyc06g034030.2	MYB_related
Solyc06g036300	Solyc06g036300.2	MYB_related
Solyc06g069560	Solyc06g069560.1	MYB_related
Solyc06g071230	Solyc06g071230.2	MYB_related
Solyc06g075660	Solyc06g075660.2	MYB_related
Solyc06g075670	Solyc06g075670.1	MYB_related
Solyc06g076270	Solyc06g076270.2	MYB_related
Solyc06g082510	Solyc06g082510.2	MYB_related
Solyc07g026680	Solyc07g026680.2	MYB_related
Solyc07g040920	Solyc07g040920.2	MYB_related
Solyc07g052490	Solyc07g052490.2	MYB_related
Solyc08g065380	Solyc08g065380.2	MYB_related
Solyc08g066190	Solyc08g066190.1	MYB_related
Solyc08g078340	Solyc08g078340.2	MYB_related
Solyc09g007570	Solyc09g007570.1	MYB_related
Solyc09g007580	Solyc09g007580.1	MYB_related
Solyc09g007990	Solyc09g007990.2	MYB_related
Solyc09g008100	Solyc09g008100.2	MYB_related
Solyc10g005080	Solyc10g005080.2	MYB_related
Solyc10g019150	Solyc10g019150.1	MYB_related
Solyc10g052470	Solyc10g052470.1	MYB_related
Solyc10g080300	Solyc10g080300.1	MYB_related
Solyc10g080920	Solyc10g080920.1	MYB_related
Solyc10g084370	Solyc10g084370.1	MYB_related
Solyc11g013560	Solyc11g013560.1	MYB_related
Solyc11g013620	Solyc11g013620.1	MYB_related
Solyc11g017360	Solyc11g017360.1	MYB_related
Solyc11g039750	Solyc11g039750.1	MYB_related
Solyc11g044320	Solyc11g044320.1	MYB_related
Solyc11g050730	Solyc11g050730.1	MYB_related
Solyc11g069850	Solyc11g069850.1	MYB_related
Solyc12g005890	Solyc12g005890.1	MYB_related
Solyc12g008800	Solyc12g008800.1	MYB_related
Solyc12g019810	Solyc12g019810.1	MYB_related
Solyc12g019820	Solyc12g019820.1	MYB_related
Solyc12g019840	Solyc12g019840.1	MYB_related
Solyc12g019900	Solyc12g019900.1	MYB_related
Solyc12g019910	Solyc12g019910.1	MYB_related
Solyc12g044610	Solyc12g044610.1	MYB_related
Solyc12g087970	Solyc12g087970.1	MYB_related
Solyc12g088610	Solyc12g088610.1	MYB_related
Solyc12g089170	Solyc12g089170.1	MYB_related
Solyc12g089190	Solyc12g089190.1	MYB_related
Solyc08g077290	Solyc08g077290.1	MYB_related
Solyc12g098160	Solyc12g098160.2	MYB_related
Solyc11g006490	Solyc11g006490.2	bZIP
Solyc08g005230	Solyc08g005230.3	bZIP
Solyc05g010120	Solyc05g010120.3	bZIP
Solyc08g081290	Solyc08g081290.3	ARID
Solyc05g049960	Solyc05g049960.3	ARID
Solyc07g062605	Solyc07g062605.1	HB-PHD
Solyc09g065340	Solyc09g065340.3	HB-PHD
Solyc09g076010	Solyc09g076010.3	HB-PHD
Solyc11g065160	Solyc11g065160.2	HB-PHD
Solyc09g074510	Solyc09g074510.3	TUB
Solyc01g009090	Solyc01g009090.3	C2H2
Solyc00g012540	Solyc00g012540.1	C3H
Solyc01g008600	Solyc01g008600.3	C3H
Solyc07g065290	Solyc07g065290.3	C3H
Solyc12g006620	Solyc12g006620.2	C3H
Solyc01g080340	Solyc01g080340.3	BSD
Solyc02g092160	Solyc02g092160.3	BSD
Solyc12g099740	Solyc12g099740.2	HB-other
Solyc12g088090	Solyc12g088090.2	MADS/AGL
Solyc02g014130	Solyc02g014130.2	HUA2
Solyc09g064840	Solyc09g064840.3	HUA2
